Health_Risk_Score,Heat_Index,Severity_Score,windgust,dew,severerisk,feelslike,feelslikemax,windspeed,feelslikemin
10.522170310999996,95.91870310999995,4.43,26.3,51.5,10.0,95.9,104.0,13.7,88.1
10.062331624140006,92.28131624140006,3.88,20.8,48.7,10.0,92.3,100.5,12.8,84.7
9.67338651058291,90.5991651058291,3.63,18.3,41.7,10.0,90.6,99.9,10.3,81.6
9.411519469002911,89.6388106900291,2.8512000000000004,10.5,39.1,10.0,89.8,100.6,5.4,79.5
9.515178582170003,89.76041382170003,3.3908,15.9,40.1,10.0,90.0,101.0,8.1,80.0
9.487090690670003,87.60290690670004,3.95,21.5,41.6,10.0,87.9,98.1,10.7,79.9
9.23090826358841,85.71988263588409,3.2300000000000004,14.3,42.6,10.0,86.4,96.9,7.2,77.6
9.37288179036291,86.11250590362911,3.0104,12.1,48.4,10.0,86.8,96.1,5.4,78.2
10.470188203040012,92.16758603040012,3.5012,19.0,60.3,30.0,92.3,100.6,11.6,81.5
10.594755235529597,93.20895235529596,3.37,17.7,62.2,30.0,93.0,99.7,12.1,87.4
10.305688727945611,91.13188727945612,3.75,21.5,57.3,10.0,91.2,98.5,18.3,85.2
9.206740304705606,86.20360304705606,3.37,15.7,39.2,10.0,86.4,93.5,10.1,80.7
8.892908197583605,85.14708197583606,3.05,12.5,29.0,10.0,85.3,92.2,8.7,79.6
8.853927351646409,84.20944151646408,2.7404,15.4,35.5,10.0,84.4,89.9,9.8,80.1
8.687854148677607,82.48084148677607,3.21,14.1,28.7,10.0,83.1,89.0,9.2,77.4
9.845079614266137,75.84249614266135,3.41,16.1,59.8,10.0,73.3,88.6,9.2,62.1
9.586451658370011,75.92701658370012,3.1900000000000004,13.9,57.6,10.0,72.3,87.9,8.1,60.0
9.688230756034118,76.45640756034118,3.41,16.1,57.4,10.0,73.0,87.4,9.2,63.1
9.8544231811576,73.51643181157598,3.54,17.4,57.2,10.0,67.8,79.4,9.8,59.6
10.141503255502885,72.90603255502886,3.9,23.0,56.8,10.0,66.3,77.3,13.4,57.6
9.745455574530414,74.30085574530415,3.39,17.9,55.6,10.0,67.4,79.2,10.7,57.8
9.523965810730015,75.81915810730015,3.21,16.1,54.2,10.0,69.5,82.2,8.9,58.9
9.609268200137604,75.16348200137604,3.26,16.6,55.5,10.0,68.8,81.3,9.8,59.4
9.12085335936841,77.56033359368409,2.58,9.8,47.3,10.0,66.8,78.3,8.9,59.8
8.762254857032499,77.26954857032499,2.38,7.8,44.4,10.0,68.6,79.6,8.1,59.3
8.898353682110015,77.32153682110014,2.45,8.5,46.6,10.0,68.4,80.2,10.3,60.9
9.2493348442029,77.801748442029,2.52,9.2,49.2,10.0,64.9,76.9,10.7,57.6
9.205727693414106,78.03617693414107,2.43,8.3,48.5,10.0,64.7,75.5,8.7,57.6
9.152753333982108,77.05373333982106,2.58,9.8,49.8,10.0,67.0,79.6,10.3,59.3
9.288102184661618,75.22822184661618,2.72,11.2,54.6,10.0,67.4,76.4,10.5,61.4
10.656954170746909,82.6036417074691,4.69,28.9,60.3,10.0,81.6,90.3,18.3,73.4
9.634682759970016,78.07182759970016,4.3,23.0,50.9,10.0,75.7,84.2,13.9,65.9
9.461421675952508,77.92671675952508,3.75,19.5,52.0,10.0,75.4,85.7,11.4,63.9
9.9493687608356,80.225407608356,3.756,19.5,59.4,10.0,80.0,90.5,10.7,70.4
10.475988550320018,83.54959750320016,2.8356000000000003,18.3,71.0,10.0,82.4,92.7,10.7,74.9
10.805958719543604,85.30163519543603,3.2144000000000004,13.9,70.2,10.0,83.8,95.2,7.2,73.7
10.936523848634105,88.52007848634103,3.052,12.5,71.1,10.0,86.7,98.3,7.2,75.5
11.126196381523592,91.04123081523592,2.9263,13.2,72.6,10.0,89.1,99.9,8.1,76.7
11.0634262721024,90.356070721024,3.7004,21.0,66.6,10.0,88.1,99.5,12.3,77.4
10.745672835462392,87.03550035462392,3.8242,22.1,64.6,10.0,85.6,95.6,11.9,75.6
10.633254942646918,85.71944942646917,3.61,20.1,64.9,10.0,83.8,92.9,15.4,74.6
10.79696236242559,85.81762362425592,3.55,19.5,66.6,10.0,83.4,94.4,15.7,72.9
10.83473013268,86.5697013268,3.3504,19.5,68.3,30.0,84.3,95.8,9.8,73.5
11.06017169839001,87.89483698390009,3.6624,20.6,67.8,30.0,85.2,97.3,14.1,74.2
10.700796795313597,86.34996795313597,3.3,19.0,67.5,10.0,84.1,93.6,10.5,74.2
9.973033300565602,87.70363300565603,2.49,6.9,61.5,10.0,86.2,103.1,5.8,75.0
9.5456930578144,86.592530578144,2.49,6.9,54.8,10.0,86.5,99.9,5.8,78.0
9.7550503827616,84.15490382761601,3.66,18.6,55.5,10.0,85.1,100.6,10.3,76.9
9.935763153840004,78.69875953840004,3.8116,20.1,58.8,10.0,77.1,86.7,10.7,67.4
9.807396240940005,72.29696240940004,3.46,16.6,59.9,10.0,68.6,78.7,8.9,63.1
9.61663291019839,68.74312910198391,3.3200000000000003,15.2,61.4,10.0,67.2,77.1,8.1,60.7
9.53125628133408,66.39536281334081,3.3200000000000003,15.2,62.8,10.0,67.1,77.4,8.1,61.8
9.576899263240003,66.44999263240003,3.37,15.7,62.6,10.0,67.1,77.8,8.1,61.6
8.692968048870002,76.96968048870002,2.49,6.9,43.3,10.0,71.6,81.2,8.3,61.2
8.75254883588001,77.0098883588001,2.54,7.4,44.9,10.0,70.3,79.8,8.7,62.5
9.114212592050896,78.61922592050895,2.47,6.7,45.4,10.0,65.1,76.0,8.7,57.6
9.165660708293604,79.60290708293604,2.27,4.7,45.3,10.0,63.4,74.6,7.8,55.5
9.397509342262408,79.42624542262408,2.4008000000000003,6.0,47.6,10.0,62.2,73.1,8.5,55.1
9.202878418970013,79.81878418970012,2.2,4.0,46.0,10.0,62.8,73.5,8.3,54.6
8.982357738719998,77.56917738719997,2.0700000000000003,4.7,49.4,10.0,65.0,77.1,7.6,56.6
10.339066631458415,80.97766631458414,3.1,15.0,68.4,10.0,79.7,87.8,8.1,72.9
10.270738940870013,82.52178940870012,3.3200000000000003,17.2,65.6,15.0,81.7,89.3,10.3,76.0
10.347894133681594,80.75514133681594,3.63,18.3,65.0,10.0,79.8,85.6,11.4,74.9
10.391927368064415,76.30679768064417,3.8404,20.4,65.0,10.0,74.8,79.4,12.5,69.5
9.838028640360012,69.13988640360012,3.54,17.4,63.0,10.0,68.5,71.5,11.0,65.2
9.83024074931442,68.2541074931442,3.59,17.9,62.3,10.0,67.4,70.2,11.2,65.0
9.49305189913241,67.41091899132411,3.2300000000000004,14.3,62.5,10.0,67.1,69.7,9.4,64.8
9.460719877039994,67.06539877039994,3.21,14.1,62.6,10.0,67.0,71.3,9.2,63.8
9.155695605193612,72.04975605193613,2.56,7.6,61.8,10.0,69.8,72.9,10.5,64.1
9.194696587580028,72.30086587580027,2.63,8.3,60.6,10.0,69.0,70.8,9.6,67.2
9.10793586067761,72.9185106067761,2.4912,6.9,57.7,10.0,66.6,68.6,9.4,65.2
9.21113445149,74.3622285149,2.5612,7.6,55.6,10.0,66.0,67.7,9.6,64.3
9.287349926429997,74.23447926429995,2.6935,8.9,56.1,10.0,66.5,68.6,11.4,65.2
9.191557614132494,74.90557614132493,2.52,7.2,55.0,10.0,66.1,67.4,9.2,65.2
9.122363784869998,73.83483784869998,2.47,6.7,56.5,10.0,66.5,68.1,9.2,64.8
9.73286809586242,71.01342095862421,3.3395,23.0,62.5,10.0,69.4,74.0,13.9,63.1
9.978261067819997,79.80021067819997,3.68,20.8,45.1,10.0,63.0,72.1,12.8,54.9
9.404608451080003,77.75968451080004,3.12,17.2,47.6,10.0,66.5,78.0,10.3,54.9
9.0807804862076,76.358452862076,2.5439,11.4,54.8,10.0,71.3,79.8,7.2,63.6
9.065138252503596,76.09498252503596,2.41,12.1,57.2,10.0,72.1,80.8,8.3,64.7
9.29589211238001,76.52142112380011,2.63,14.3,59.7,10.0,73.9,82.7,9.4,66.5
9.23989791144562,76.82877911445621,2.54,13.4,59.7,10.0,74.4,83.1,8.5,67.4
9.272508992079992,75.76008992079994,2.61,14.1,60.0,10.0,72.8,81.3,9.2,67.0
8.907602990258395,74.79842990258396,2.16,11.6,58.1,10.0,70.2,74.6,10.7,67.0
9.322426723160005,76.93726723160005,3.05,14.5,50.3,10.0,68.5,74.4,10.7,64.5
9.49138613573161,76.51281535731609,3.2226,16.1,52.2,10.0,68.4,74.9,10.1,63.4
8.556257748517606,74.39207748517606,1.65,8.5,58.5,10.0,69.8,74.7,6.5,65.4
9.085971397936405,76.08444097936403,2.2489,8.3,60.9,10.0,73.6,81.1,9.2,69.0
9.38899040295492,77.91160402954921,2.41,10.1,62.9,10.0,76.1,85.4,7.6,69.5
9.259864840332522,78.25467340332523,2.5845,11.4,58.8,10.0,76.3,83.4,9.6,71.5
10.871632155150404,85.05712155150404,4.24,26.4,42.1,10.0,58.1,63.2,18.3,50.3
9.743486684718102,79.81196684718101,3.21,16.1,45.8,10.0,62.9,72.9,11.4,52.1
9.1549926684824,76.84692668482401,2.9,15.0,50.8,10.0,70.5,81.4,10.3,60.0
9.06637435303,76.9549435303,2.72,13.2,52.5,10.0,72.4,81.4,8.1,61.8
9.17891489931252,77.4206489931252,2.79,13.9,55.1,10.0,74.4,83.3,8.3,64.1
9.322189591030018,77.76829591030017,2.74,13.4,58.6,10.0,75.6,83.9,9.4,66.5
9.43438765621002,77.4982365621002,2.8312,14.3,59.9,10.0,75.4,82.5,9.4,67.6
8.797618169675607,76.15206869675607,1.8163,14.1,61.0,10.0,73.6,79.2,9.2,67.4
8.959043437310022,77.29616237310022,2.2112,12.1,56.8,10.0,74.5,79.2,8.1,68.4
9.590715789170108,80.08794189170109,2.9904,15.9,59.5,10.0,78.7,88.1,8.3,71.5
9.555559029945604,79.56179029945604,3.79,23.9,52.0,10.0,78.2,84.5,9.8,71.7
9.009793873680003,78.31337873680005,3.1012,17.0,49.0,10.0,76.7,84.7,7.2,68.4
9.160621557079612,79.18261557079612,2.61,12.1,55.4,10.0,77.4,85.3,8.3,70.6
9.407058649230017,79.05618649230014,2.76,13.6,59.1,10.0,77.3,85.7,8.5,71.0
10.065582696677629,78.45930296677626,3.8204,24.2,60.1,10.0,76.5,84.3,9.4,69.9
9.531451347766426,71.08028947766425,3.0911,20.8,62.0,10.0,69.2,76.5,12.8,62.0
10.139327156890005,80.84027156890005,3.9,23.0,43.1,10.0,62.0,71.0,13.9,54.9
9.533635406808411,78.51955406808412,3.12,17.2,46.6,10.0,64.8,76.9,10.3,52.1
8.956720486393603,76.11885286393604,2.3028,11.0,54.4,10.0,70.3,81.1,5.4,60.0
8.825062970680019,76.0934297068002,1.98,7.8,57.4,10.0,72.4,83.6,5.4,61.8
9.024529062550418,76.24969062550417,2.18,9.8,59.6,10.0,73.5,84.4,5.4,63.6
9.035439453257618,76.35879453257618,2.18,9.8,59.9,10.0,73.8,84.7,5.4,63.8
9.060051305974898,75.81275705974898,2.2508,10.5,60.1,10.0,73.2,83.5,5.6,64.8
9.457743006910013,75.79143006910013,3.03,14.3,56.6,10.0,71.6,81.1,12.1,64.1
9.52815287375041,76.51689473750409,3.2691000000000003,16.6,51.5,10.0,68.2,76.7,11.4,62.5
9.638036620276411,76.01236620276411,3.35,19.5,53.0,10.0,67.9,78.5,9.2,60.5
8.744520096497633,72.54424296497632,2.0191,14.1,59.9,10.0,68.7,76.4,7.2,63.6
9.36090729053003,76.5196369053003,2.6828,12.8,59.5,10.0,73.8,84.4,7.4,64.5
9.738591753792532,78.29151753792533,2.88,14.8,62.8,10.0,76.4,85.0,8.3,68.4
9.556168028291603,79.21089628291604,2.8736,14.5,59.6,10.0,77.2,85.9,8.9,69.7
10.170170065840017,78.59450065840016,4.64,26.4,55.8,10.0,76.7,84.4,15.0,70.1
9.389866827858391,76.96746827858391,3.52,17.2,49.7,10.0,71.5,81.1,10.3,61.1
9.125867529792496,76.99827529792498,3.08,12.8,47.8,10.0,70.9,83.0,5.8,56.9
9.263821292905606,77.97466892905607,2.8308,12.3,56.2,10.0,75.8,89.3,6.3,62.5
9.997875672230004,79.72627672230004,2.6648,16.6,69.3,10.0,79.2,89.8,9.2,70.6
10.18363161485438,78.87581814854379,2.8207,16.1,70.8,10.0,78.9,89.8,8.5,70.8
10.433201334678392,82.60891734678391,2.8508,12.5,70.8,10.0,81.9,94.4,6.7,71.1
10.419088722354902,85.88955222354902,2.4765,12.3,71.7,10.0,84.7,97.1,6.5,73.1
10.158955297280006,87.90763297280004,2.8504,12.5,62.5,10.0,86.6,97.8,6.7,75.6
10.8183498588736,89.83989858873599,3.79,21.9,65.1,30.0,89.7,99.7,17.7,82.4
10.15126866172001,87.6796866172001,2.61,12.1,65.5,30.0,86.7,95.3,12.1,77.3
10.565495409392494,87.90395409392494,3.66,20.6,63.7,30.0,87.1,94.6,10.3,78.2
10.608436367030016,89.42436367030014,3.5,21.0,64.0,30.0,88.8,95.6,10.1,79.8
10.71622998324002,90.3743098324002,3.6655,20.6,63.8,30.0,89.8,96.4,10.3,82.9
10.552283949832509,90.18033949832508,3.61,22.1,62.7,30.0,90.1,95.1,11.4,84.4
11.4739167148624,80.093567148624,5.08,32.8,65.9,10.0,78.9,90.0,18.3,70.0
9.934507256430011,79.0306725643001,3.79,21.9,59.0,10.0,77.5,85.7,15.0,69.0
9.957879515170006,79.47613915170007,3.6352,18.3,60.6,10.0,78.9,87.8,12.8,69.0
10.543360651094392,81.42413251094393,2.9937,17.7,71.9,10.0,80.2,88.7,10.7,75.5
9.882675498076408,80.26087898076408,2.0447,20.1,75.0,10.0,77.9,79.4,11.9,76.4
10.626266929909994,83.66288129909992,2.6777,16.6,74.3,10.0,82.5,92.1,10.7,75.8
10.993677720009597,87.26345320009595,2.7718,11.6,74.9,10.0,86.1,98.5,7.6,76.2
11.116339106398096,89.71978706398097,2.6572000000000005,10.5,75.7,30.0,88.2,100.8,6.5,77.4
11.119291614352386,92.24808014352384,2.9012,13.0,71.6,60.0,89.4,101.0,10.7,78.5
10.887062547178894,89.60541747178894,3.1224,15.2,69.6,30.0,88.1,97.1,11.2,78.3
10.70291718878841,87.83752388788409,2.8559,14.5,70.5,30.0,85.9,93.5,9.8,77.8
11.031575328560027,87.42956928560028,3.0761000000000003,16.6,72.8,30.0,85.2,95.2,10.7,77.3
10.962648970632491,87.04292970632494,2.9912,15.9,72.8,60.0,84.8,94.4,7.4,76.0
11.038735841717587,89.23398241717588,3.0176000000000003,13.9,71.8,60.0,86.7,96.8,9.6,76.9
10.627469984590896,89.47849984590897,2.74,11.4,69.1,30.0,87.3,95.7,9.4,77.6
9.40801657346332,85.81166925527236,3.0859206752874027,12.006100108736929,48.256331381484216,9.890627635727316,85.96669556289851,95.60472948122958,5.309208855801969,77.5804566206312
9.612671755307517,71.6805941350504,3.299826003508352,22.60561189297779,62.41759128671618,10.541696255973678,69.9744934244157,74.97142907935249,13.678500883101783,62.9844764701393
10.457112010832995,90.56878694219829,3.61513604364984,22.645079450637567,60.99114968291703,30.424737987960597,91.30014264728143,95.4926396125758,11.834727573217616,84.22229903955386
9.494497681674012,68.11650466541047,3.3064881061198057,14.468368076394558,63.11759010769728,10.847153073555234,66.41521588420922,69.65946238146974,9.234483327456513,63.29088272219294
9.61923403181037,90.2154569394282,3.647220182931999,18.361553904467463,42.27854262699208,10.42867516467302,90.2150847821723,99.42736766074954,10.077660617101794,80.26857332077326
10.626716966898696,86.64059962520335,3.652073097970228,21.313555091434115,64.46320745889611,31.312103659280996,87.95470088446628,95.14433429694353,10.606292802198212,76.44624547149677
